Title,Ingredients,Instructions,Category,Duration,ingredient_tags
Marshmallow ice cream,"75g/3oz dark chocolate, broken
into pieces
175g/6oz white marshmallows
150ml/5fl oz milk
300ml/10fl oz double cream ","• Put the chocolate and marshmallows into a pan and pour in the milk.
Warm over a very low heat until the chocolate and marshmallows have
melted. Remove from the heat and leave the mixture to cool completely.
• Whisk the cream until thick, then fold it into the cold chocolate mixture
with a metal spoon. Pour into a 450g/1lb loaf tin and freeze for at least
2 hours.",Desserts,30,"chocolate, marshmallow, milk, double cream"
Grilled pink grapefruit,"2 pink grapefruit
1 teaspoon granulated sugar
4 scoops vanilla ice cream","• Halve the grapefruit and cut round
the edge of each, between the pith
and the flesh. Separate the
segments. Sprinkle each grapefruit
with sugar.
• Put in ramekins to keep them
flesh side up, and put on a grill
pan. Grill for 2–3 minutes until
starting to lightly brown. Put a
scoop of vanilla ice cream on top
of each, and serve immediately.",Desserts,10,"grapefruit, sugar, ice cream"
Fruit fondue,"50g/2oz soft cheese
150ml/5fl oz hazelnut yogurt
1 teaspoon vanilla essence
1 teaspoon caster sugar
selection of fresh fruits for
dipping, such as strawberries,
satsumas, kiwi fruit, grapes,
all cut into bite-size pieces","• Beat the soft cheese with the
yogurt, vanilla essence and sugar
in a bowl.
• Spoon the mixture into a glass
serving dish set on a platter.
Arrange the prepared fruits around
the dip, and serve immediately.",Desserts,20,"cheese, yogurt, vanilla essence, sugar, strawberry, kiwi, grape"
Persian melon cups,"2 small cantaloupe melons
225g/8oz strawberries, hulled
and sliced
3 peaches, peeled and cubed
225g/8oz seedless white grapes
25g/1oz caster sugar
1 tablespoon rose water
1 tablespoon freshly squeezed
lemon juice
crushed ice, to serve","• Carefully cut the melons in half and
remove the seeds. Scoop out the
flesh with a melon baller, taking
care not to damage the skin.
Reserve the melon shells.
• Put the strawberries in a large
mixing bowl with the melon balls,
peaches, grapes, sugar, rose water
and lemon juice.
• Pile the fruit into the melon shells,
and chill in the refrigerator for
2 hours.
• To serve, sprinkle with the crushed
ice, and serve immediately.",Desserts,15,"melon, strawberry, peach, grape, sugar, lemon, ice"
Strawberries in grape jelly,"500ml/18fl oz red grape juice
1 cinnamon stick
pared zest and juice of 1 small
orange
1 tablespoon powdered gelatine
225g/8oz strawberries, hulled
and chopped","• Pour the grape juice into a pan, and add the cinnamon stick and orange
zest. Cook over a very low heat for 10 minutes, then strain the juice and
discard the flavourings.
• Sprinkle the powdered gelatine over the orange juice in a small bowl.
When the mixture is spongy, stir into the grape juice until it has
completely dissolved.
• Allow the jelly to cool in the bowl until just beginning to set. Stir in the
strawberries, and pour into a 900ml/11
⁄2pt mould. Chill until set.",Desserts,20,"juice, cinnamon, orange, gelatine, strawberry"
Sweet-stewed dried fruit,"500g/1lb 2oz mixed dried
fruit salad
450ml/3
⁄pt apple juice
2 tablespoons clear honey
2 tablespoons brandy
grated zest and juice of
1 lemon
grated zest and juice of
1 orange","• Put the fruit salad, apple juice,
honey, brandy, lemon and orange
zests and juices in a small
saucepan. Bring to the boil, and
simmer for about 1 minute.
• Remove the pan from the heat, and
allow the mixture to cool
completely. Transfer to a large
bowl, cover with cling film and
chill in the refrigerator overnight.
• To serve, spoon the stewed fruit
into four shallow dishes.",Desserts,30,"fruit salad, juice, honey, liqueur, lemon, orange"
Melon & orange cups,"2 small honeydew melons
1 grapefruit, peeled and
segmented
2 oranges, peeled and
segmented
50g/2oz roasted, unsalted
peanuts
25g/1oz light muscovado sugar
1/4 teaspoon ground cinnamon","• Halve the melons, scoop out the
seeds and discard, then remove
and chop the flesh. Reserve the
melon shells.
• In a bowl, mix together the melon
and citrus fruits. Pile the fruits back
into the melon shells.
• Chop the peanuts and mix with the
sugar and cinnamon. Sprinkle over
the fruit and serve.",Desserts,20,"melon, grapefruit, orange, peanut, sugar, cinnamon"
Pineapple flambé,"1 large ripe pineapple, about
600g/1 1/4lb
25g/1oz butter
50g/2oz soft brown sugar
50ml/2fl oz freshly squeezed
orange juice
25ml/1fl oz vodka
1 tablespoon slivered almonds,
toasted","• Cut away the top and base of the
pineapple, then cut down the
sides, removing all the dark ‘eyes’.
Cut the pineapple into thin slices.
Using an apple corer, remove the
hard, central core from each slice.
• Melt the butter in a frying pan with
the sugar. Add the orange juice
and stir until hot. Add as many
pineapple slices as the pan will
hold, and cook for 1–2 minutes,
turning once. As each pineapple
slice browns, remove to a plate.
• Return all the pineapple slices to
the pan, heat briefly, then pour
over the vodka and carefully light
with a long match. Let the flames
die down, then sprinkle with the
almonds and serve at once.",Desserts,15,"pineapple, butter, sugar, juice, vodka, almond"
Muscat grape frappé,"
1/2 bottle Muscat wine
450g/1lb Muscat grapes","• Pour the wine into a stainless-steel
baking tray, add 150ml/5fl oz
water and freeze for 3 hours or
until completely solid.
• Scrape the frozen wine with a
tablespoon to make a fine ice.
Combine the grapes with the ice,
and spoon into four shallow
glasses. Serve immediately",Desserts,20,"wine, grape"
Californian baked pears,"25g/1oz butter
1 teaspoon granulated sugar
grated zest of 1/2 lemon
4 dessert pears
300g/11oz canned fruit cocktail
in syrup
1/2 teaspoon mixed spice","• Preheat the oven to 190°C/
375°F/Gas mark 5.
• Melt the butter in a flameproof
casserole dish. Add the sugar and
lemon zest. Peel the pears, and
turn in this mixture. Cover and
bake for 30 minutes.
• Add the fruit cocktail and its syrup,
and sprinkle with the mixed spice.
Return to the oven for 10 minutes.
• Lift the pears out onto warmed
plates. Stir the fruit cocktail well
into the pan juices. Spoon around
the pears, and serve immediately",Desserts,35,"butter, sugar, lemon, pear, syrup, mixed spice"
Mango & melon ginger salad,"2 avocados, peeled, stoned and
flesh cut into slices
1 mango, peeled and cut into
slices
1 cantaloupe melon, peeled and
cut into slices
Grated zest and juice of 2 limes
100g/4oz Stilton cheese,
crumbled
2 tablespoons finely chopped
stem ginger
2 passion fruit, halved","• Arrange the slices of avocado,
mango and melon decoratively on
a serving plate.
• Sprinkle the fruit with the lime zest
and juice, Stilton and ginger.
Spoon the passion fruit over the
salad and serve.",Desserts,20,"avocado, mango, melon, lime, cheese, ginger, passion fruit"
Mandarins in syrup,"10 mandarin oranges
15g/ 1/2 oz icing sugar
2 teaspoons orange-flower water
15g/1/2 oz chopped pistachio nuts","• Thinly pare a little of the zest from 1 mandarin, and cut into fine shreds
for decoration. Squeeze the juice from 2 mandarins and set aside.
• Peel the remaining mandarins, removing as much of the white pith as
possible. Arrange the peeled fruit whole in a large glass dish.
• Mix the reserved mandarin juice, sugar and orange-flower water, and
pour it over the fruit. Cover the dish and chill for at least an hour.
• Blanch the shreds of mandarin zest in boiling water for 30 seconds.
Drain and leave to cool.
• To serve, sprinkle the shreds of zest and pistachio nuts over the
mandarins, and serve immediately",Desserts,25,"orange, sugar, pistachio"
Coconut cake,"2 x packets 450g/1lb chocolate
cake mix
225g/8oz desiccated coconut
2 eggs
125ml/4fl oz sour cream
125ml/4fl oz milk","• Preheat the oven to 180°C/
350°F/Gas mark 4. Lightly grease
a loaf tin.
• Beat together the cake mix,
coconut, eggs, sour cream and
milk for 3–4 minutes or until
smooth. Pour the mixture into the
loaf tin.
• Bake for 45–50 minutes until the
top is springy to the touch and a
skewer inserted in the centre comes
out clean. Turn onto a wire rack to
cool, and serve cut in slices.",Desserts,40,"chocolate, coconut, eggs, sour cream, milk"
Cherry turnover,"450g/1lb shortcrust pastry
450g/1lb pitted sour cherries
double cream, to serve","• Preheat the oven to 180°C/350°F/Gas mark 4.
• Roll out the pastry, and use to line a greased 20cm/8in pie dish,
allowing the sides of the pastry to hang over the edge. Fill the lined dish
with the cherries. Fold the edges of the dough over the filling, sealing
them where they meet in the centre. Prick the pastry top with a fork.
• Bake in the oven for 30 minutes or until the pastry is lightly browned.
Serve with cream.",Desserts,20,"pastry, sour cherry, double cream"
Chocolate éclairs,"100g/4oz butter
100g/4oz plain flour, sifted
4 eggs, lightly beaten
300ml/10fl oz double cream,
whipped
150g/5oz dark chocolate
(at least 70% cocoa solids),
broken into pieces","• Preheat the oven to 210°C/425°F/Gas mark 7, and grease two
baking trays.
• Combine the butter and 225ml/8fl oz water in a large heavy saucepan.
Stir over a medium heat until the butter melts. Increase the heat, bring to
the boil, then remove the pan from the heat.
• Add the flour to the saucepan all at once, and quickly beat into the
buttery water using a wooden spoon. Return to the heat and continue
beating until the mixture leaves the sides of the pan and forms a ball.
Transfer to a large bowl and cool slightly.
• Beat the mixture to release any remaining heat. Gradually add the egg,
about 3 teaspoonfuls at a time. Beat well after each addition until all the
egg has been added and the mixture is glossy. Spoon the mixture into a
piping bag fitted with a 1.5cm/ 5/8 in plain nozzle.
• Sprinkle the baking trays lightly with water. Pipe 15cm/6in lengths onto
the trays, leaving room for them to expand. Bake for 10–15 minutes.
Reduce the oven temperature to 180°C/350°F/Gas mark 4, and bake
for a further 15 minutes. Cool on a wire rack.
• Split each cooled éclair and remove any uncooked dough. Fill the centre
with cream.
• Melt the chocolate in a bowl set over a saucepan of simmering water.
Spread the melted chocolate over to the top of each éclair, in a line
along the top. Allow to set, then serve.",Desserts,40,"butter, flour, egg, double cream, chocolate"
Sticky plum tart,"100g/4oz plain flour
1 teaspoon ground cinnamon
pinch of salt
75g/3oz butter
1 egg yolk
1 tablespoon chilled water
450g/1lb plums, halved, stoned
and diced
25g/1oz caster sugar
3 tablespoons apricot jam","• Sift the flour into a blender or food processor, add the ground cinnamon,
salt, butter and egg yolk. Process for 30 seconds or until evenly
combined. Add the chilled water and process for a further 30 seconds.
Knead together lightly, and roll out to a circle about 25.5cm/10in in
diameter. Put on a baking tray and chill for 10–15 minutes.
• Preheat the oven to 200°C/400°F/Gas mark 6.
• Prick the pastry all over with a fork. Bake for 20–25 minutes or until
golden brown.
• Arrange the plums over the cooked pastry, and sprinkle with the sugar.
Put back in the oven for 40–45 minutes until the plums are tender.
• To finish, melt the jam in a small saucepan with 2 tablespoons water,
bring to the boil and bubble for 1 minute. Brush or spoon over the
warm tart to glaze.",Desserts,30,"flour, cinnamon, salt, butter, egg, plum, sugar, jam"
Fruit salad cake,"175g/6oz dried fruit salad,
roughly chopped
250ml/9fl oz hot tea
225g/8oz wholemeal
self-raising flour
1 teaspoon grated nutmeg
50g/2oz muscovado sugar
3 tablespoons sunflower oil
75ml/3fl oz skimmed milk
Demerara sugar, to sprinkle","• Soak the dried fruits in the tea for several hours or overnight. Drain and
reserve the liquid.
• Preheat the oven to 180°C/350°F/Gas mark 4. Grease an 18cm/7in
round cake tin and line the bottom with non-stick greaseproof paper.
• Sift the flour into a bowl with the nutmeg. Stir in the muscovado sugar,
fruit salad mixture and tea. Add the oil and milk and mix well.
• Spoon the mixture into the prepared tin. Sprinkle with Demerara sugar.
Bake for 50–55 minutes until firm. Turn out and cool on a wire rack.",Desserts,35,"fruit salad, tea, flour, nutmeg, sugar, sunflower oil, milk"
